[   1/1568] Verify package files        100% |  70.0   B/s |   1.5 KiB |  00m22s
[ 997/1568] Installing swtpm-0:0.10.1-1 100% |   1.2 MiB/s |  54.6 KiB |  00m00s
[ 998/1568] Installing swtpm-selinux-0: 100% |  23.8 KiB/s | 252.9 KiB |  00m11s
>>> Running %post scriptlet: swtpm-selinux-0:0.10.1-1.fc42.noarch               
>>> Finished %post scriptlet: swtpm-selinux-0:0.10.1-1.fc42.noarch              
>>> Scriptlet output:                                                           
>>> libsemanage.semanage_rename: WARNING: rename(/etc/selinux/targeted/active, /
>>>                                                                             
[ 999/1568] Installing swtpm-tools-0:0. 100% |   2.4 MiB/s | 279.2 KiB |  00m00s
>>> [RPM] user tss does not exist - using root                                  
>>> Running sysusers scriptlet: libvirt-daemon-driver-qemu-0:11.0.0-3.fc42.x86_6
>>> Finished sysusers scriptlet: libvirt-daemon-driver-qemu-0:11.0.0-3.fc42.x86_
>>> Scriptlet output:                                                           
>>> Failed to connect to audit log, ignoring: Invalid argument                  
>>>                                                                             
[1000/1568] Installing libvirt-daemon-d 100% |  36.3 MiB/s |   2.8 MiB |  00m00s
>>> [RPM] user tss does not exist - using root                                  
[1001/1568] Installing flatpak-selinux- 100% |   1.3 KiB/s |  13.2 KiB |  00m10s
[1002/1568] Installing NetworkManager-s 100% |   1.9 KiB/s |  19.2 KiB |  00m10s
[1003/1568] Installing libcomps-0:0.1.2 100% |  17.1 MiB/s | 210.6 KiB |  00m00s
[1004/1568] Installing python3-libcomps 100% |  17.8 MiB/s | 145.8 KiB |  00m00s
[1005/1568] Installing libasyncns-0:0.8 100% |   9.9 MiB/s |  60.8 KiB |  00m00s
[1006/1568] Installing pulseaudio-libs- 100% |  42.9 MiB/s |   3.4 MiB |  00m00s
[1007/1568] Installing pipewire-libs-0: 100% |  43.1 MiB/s |   8.6 MiB |  00m00s
[1008/1568] Installing pulseaudio-libs- 100% |   5.0 MiB/s |  20.6 KiB |  00m00s
[1009/1568] Installing flite-0:2.2-11.f 100% |  93.0 MiB/s |  21.6 MiB |  00m00s
[1010/1568] Installing vlc-plugin-pipew 100% |  11.3 MiB/s |  81.1 KiB |  00m00s
[1011/1568] Installing pipewire-pulseau 100% |   5.1 MiB/s | 444.0 KiB |  00m00s
>>> Running %post scriptlet: pipewire-pulseaudio-0:1.4.7-1.fc42.x86_64          
>>> Finished %post scriptlet: pipewire-pulseaudio-0:1.4.7-1.fc42.x86_64         
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/user/sockets.target.wants/pipewire-pulse.socke
>>>                                                                             
[1012/1568] Installing wireplumber-libs 100% |  19.4 MiB/s |   1.2 MiB |  00m00s
[1013/1568] Installing wireplumber-0:0. 100% |   3.7 MiB/s | 397.8 KiB |  00m00s
>>> Running sysusers scriptlet: pipewire-0:1.4.7-1.fc42.x86_64                  
>>> Finished sysusers scriptlet: pipewire-0:1.4.7-1.fc42.x86_64                 
>>> Scriptlet output:                                                           
>>> Failed to connect to audit log, ignoring: Invalid argument                  
>>> Creating group 'pipewire' with GID 967.                                     
>>> Creating user 'pipewire' (PipeWire System Daemon) with UID 967 and GID 967. 
>>>                                                                             
[1014/1568] Installing pipewire-0:1.4.7 100% |   5.1 MiB/s | 434.7 KiB |  00m00s
>>> Running %post scriptlet: pipewire-0:1.4.7-1.fc42.x86_64                     
>>> Finished %post scriptlet: pipewire-0:1.4.7-1.fc42.x86_64                    
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/user/sockets.target.wants/pipewire.socket' 
>>>                                                                             
[1015/1568] Installing qemu-audio-pipew 100% |  11.1 MiB/s |  45.3 KiB |  00m00s
[1016/1568] Installing libao-0:1.2.0-29 100% |  12.4 MiB/s | 139.6 KiB |  00m00s
[1017/1568] Installing sox-0:14.4.2.0-4 100% |  15.9 MiB/s |   1.1 MiB |  00m00s
[1018/1568] Installing gvncpulse-0:1.5. 100% |   4.5 MiB/s |  55.3 KiB |  00m00s
[1019/1568] Installing vlc-plugin-pulse 100% |  11.6 MiB/s |  83.4 KiB |  00m00s
[1020/1568] Installing qemu-audio-pa-2: 100% |   9.3 MiB/s |  28.5 KiB |  00m00s
[1021/1568] Installing libstemmer-0:2.2 100% |  59.9 MiB/s | 613.3 KiB |  00m00s
[1022/1568] Installing appstream-0:1.0. 100% |  40.5 MiB/s |   4.3 MiB |  00m00s
[1023/1568] Installing PackageKit-0:1.2 100% |  19.9 MiB/s |   2.9 MiB |  00m00s
[1024/1568] Installing python3-platform 100% |  12.7 MiB/s | 168.4 KiB |  00m00s
[1025/1568] Installing python3-pooch-0: 100% |  16.8 MiB/s | 635.8 KiB |  00m00s
[1026/1568] Installing python3-scipy-0: 100% |  72.8 MiB/s |  67.6 MiB |  00m01s
[1027/1568] Installing boost-atomic-0:1 100% |   3.6 MiB/s |  21.9 KiB |  00m00s
[1028/1568] Installing boost-filesystem 100% |  17.7 MiB/s | 144.6 KiB |  00m00s
[1029/1568] Installing laszip-0:3.4.4-4 100% |  37.9 MiB/s | 466.0 KiB |  00m00s
[1030/1568] Installing highway-0:1.2.0- 100% | 111.6 MiB/s |   4.4 MiB |  00m00s
[1031/1568] Installing libjxl-1:0.11.1- 100% |  84.6 MiB/s |   3.0 MiB |  00m00s
[1032/1568] Installing jxl-pixbuf-loade 100% |   7.4 MiB/s |  30.2 KiB |  00m00s
[1033/1568] Installing dnf-data-0:4.23. 100% |   4.5 MiB/s |  41.4 KiB |  00m00s
[1034/1568] Installing python3-dnf-0:4. 100% |  25.3 MiB/s |   2.7 MiB |  00m00s
[1035/1568] Installing python3-librepor 100% |  19.3 MiB/s | 493.2 KiB |  00m00s
[1036/1568] Installing python3-abrt-0:2 100% |   2.0 MiB/s |  77.9 KiB |  00m00s
[1037/1568] Installing abrt-0:2.17.6-4. 100% |  19.7 MiB/s |   2.7 MiB |  00m00s
>>> Running %post scriptlet: abrt-0:2.17.6-4.fc42.x86_64                        
>>> Finished %post scriptlet: abrt-0:2.17.6-4.fc42.x86_64                       
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/multi-user.target.wants/abrtd.service' 
>>>                                                                             
[1038/1568] Installing abrt-dbus-0:2.17 100% |   3.8 MiB/s | 165.3 KiB |  00m00s
[1039/1568] Installing abrt-addon-kerne 100% |   1.5 MiB/s |  94.6 KiB |  00m00s
>>> Running %post scriptlet: abrt-addon-kerneloops-0:2.17.6-4.fc42.x86_64       
>>> Finished %post scriptlet: abrt-addon-kerneloops-0:2.17.6-4.fc42.x86_64      
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/multi-user.target.wants/abrt-oops.servi
>>>                                                                             
[1040/1568] Installing abrt-addon-pstor 100% | 300.7 KiB/s |  18.9 KiB |  00m00s
[1041/1568] Installing abrt-addon-vmcor 100% | 649.6 KiB/s |  39.6 KiB |  00m00s
>>> Running %post scriptlet: abrt-addon-vmcore-0:2.17.6-4.fc42.x86_64           
>>> Finished %post scriptlet: abrt-addon-vmcore-0:2.17.6-4.fc42.x86_64          
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/multi-user.target.wants/abrt-vmcore.ser
>>>                                                                             
[1042/1568] Installing abrt-addon-ccpp- 100% |   3.9 MiB/s | 301.0 KiB |  00m00s
>>> Running %post scriptlet: abrt-addon-ccpp-0:2.17.6-4.fc42.x86_64             
>>> Finished %post scriptlet: abrt-addon-ccpp-0:2.17.6-4.fc42.x86_64            
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/multi-user.target.wants/abrt-journal-co
>>>                                                                             
[1043/1568] Installing abrt-addon-xorg- 100% |   1.1 MiB/s |  69.5 KiB |  00m00s
>>> Running %post scriptlet: abrt-addon-xorg-0:2.17.6-4.fc42.x86_64             
>>> Finished %post scriptlet: abrt-addon-xorg-0:2.17.6-4.fc42.x86_64            
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/multi-user.target.wants/abrt-xorg.servi
>>>                                                                             
[1044/1568] Installing abrt-plugin-bodh 100% |   1.1 MiB/s |  43.8 KiB |  00m00s
[1045/1568] Installing python3-abrt-add 100% |   1.1 MiB/s |  19.9 KiB |  00m00s
[1046/1568] Installing libreport-plugin 100% |   3.0 MiB/s | 131.7 KiB |  00m00s
[1047/1568] Installing sound-theme-free 100% |  16.9 MiB/s | 467.2 KiB |  00m00s
[1048/1568] Installing libcanberra-0:0. 100% |   3.5 MiB/s | 291.3 KiB |  00m00s
[1049/1568] Installing gsound-0:1.0.3-1 100% |   2.2 MiB/s |  83.6 KiB |  00m00s
[1050/1568] Installing uchardet-0:0.0.8 100% |   7.1 MiB/s | 277.7 KiB |  00m00s
[1051/1568] Installing totem-pl-parser- 100% |   5.0 MiB/s | 326.9 KiB |  00m00s
[1052/1568] Installing stoken-libs-0:0. 100% |  11.1 MiB/s |  91.0 KiB |  00m00s
[1053/1568] Installing openconnect-0:9. 100% |  29.2 MiB/s |   3.9 MiB |  00m00s
[1054/1568] Installing NetworkManager-o 100% |  40.9 MiB/s |   3.0 MiB |  00m00s
[1055/1568] Installing osinfo-db-tools- 100% |   3.2 MiB/s | 197.2 KiB |  00m00s
[1056/1568] Installing osinfo-db-0:2025 100% |  15.1 MiB/s |   4.1 MiB |  00m00s
[1057/1568] Installing libosinfo-0:1.12 100% |  19.1 MiB/s |   1.2 MiB |  00m00s
[1058/1568] Installing virt-manager-com 100% |  49.2 MiB/s |   6.3 MiB |  00m00s
[1059/1568] Installing libusal-0:1.1.11 100% |  40.4 MiB/s | 454.8 KiB |  00m00s
[1060/1568] Installing genisoimage-0:1. 100% |  13.8 MiB/s |   1.1 MiB |  00m00s
[1061/1568] Installing adwaita-icon-the 100% |   6.1 MiB/s |   2.4 MiB |  00m00s
[1062/1568] Installing adwaita-cursor-t 100% | 131.4 MiB/s |  11.4 MiB |  00m00s
[1063/1568] Installing adwaita-icon-the 100% |   7.2 MiB/s |   1.3 MiB |  00m00s
[1064/1568] Installing paktype-naskh-ba 100% | 122.4 MiB/s |   3.8 MiB |  00m00s
[1065/1568] Installing default-fonts-ur 100% | 314.5 KiB/s | 644.0   B |  00m00s
[1066/1568] Installing madan-fonts-0:2. 100% |  40.3 MiB/s | 247.7 KiB |  00m00s
[1067/1568] Installing default-fonts-ne 100% | 316.4 KiB/s | 648.0   B |  00m00s
[1068/1568] Installing sil-padauk-fonts 100% |  87.4 MiB/s |   1.6 MiB |  00m00s
[1069/1568] Installing default-fonts-my 100% | 318.4 KiB/s | 652.0   B |  00m00s
[1070/1568] Installing rit-meera-new-fo 100% |  32.6 MiB/s | 200.3 KiB |  00m00s
[1071/1568] Installing default-fonts-ml 100% | 320.3 KiB/s | 656.0   B |  00m00s
[1072/1568] Installing vazirmatn-vf-fon 100% |  35.1 MiB/s | 287.5 KiB |  00m00s
[1073/1568] Installing default-fonts-fa 100% | 318.4 KiB/s | 652.0   B |  00m00s
[1074/1568] Installing jomolhari-fonts- 100% |  87.7 MiB/s |   2.2 MiB |  00m00s
[1075/1568] Installing default-fonts-bo 100% |  49.0 KiB/s | 652.0   B |  00m00s
[1076/1568] Installing libX11-common-0: 100% |  13.2 MiB/s |   1.2 MiB |  00m00s
[1077/1568] Installing libX11-0:1.8.11- 100% |  67.7 MiB/s |   1.3 MiB |  00m00s
[1078/1568] Installing libXext-0:1.3.6- 100% |  14.8 MiB/s |  91.2 KiB |  00m00s
[1079/1568] Installing libXfixes-0:6.0. 100% |   3.4 MiB/s |  31.6 KiB |  00m00s
[1080/1568] Installing libXi-0:1.8.2-2. 100% |   9.3 MiB/s |  85.7 KiB |  00m00s
[1081/1568] Installing libXdamage-0:1.1 100% |   5.5 MiB/s |  45.2 KiB |  00m00s
[1082/1568] Installing libXinerama-0:1. 100% |   3.9 MiB/s |  20.1 KiB |  00m00s
[1083/1568] Installing libXtst-0:1.2.5- 100% |   4.2 MiB/s |  34.6 KiB |  00m00s
[1084/1568] Installing libXcomposite-0: 100% |   5.0 MiB/s |  46.0 KiB |  00m00s
[1085/1568] Installing libXrender-0:0.9 100% |   5.0 MiB/s |  51.3 KiB |  00m00s
[1086/1568] Installing cairo-0:1.18.2-3 100% |  41.5 MiB/s |   1.8 MiB |  00m00s
[1087/1568] Installing cairo-gobject-0: 100% |   4.4 MiB/s |  36.0 KiB |  00m00s
[1088/1568] Installing libXrandr-0:1.5. 100% |   6.2 MiB/s |  57.0 KiB |  00m00s
[1089/1568] Installing gjs-0:1.84.2-2.f 100% |  11.6 MiB/s |   2.0 MiB |  00m00s
[1090/1568] Installing cairomm-0:1.14.5 100% |  25.3 MiB/s | 207.2 KiB |  00m00s
[1091/1568] Installing python3-cairo-0: 100% |  34.6 MiB/s | 496.6 KiB |  00m00s
[1092/1568] Installing python3-gobject- 100% |   6.7 MiB/s |  20.5 KiB |  00m00s
[1093/1568] Installing libXcursor-0:1.2 100% |  11.5 MiB/s |  59.1 KiB |  00m00s
[1094/1568] Installing libXt-0:1.3.1-2. 100% |  46.8 MiB/s | 430.9 KiB |  00m00s
[1095/1568] Installing libXmu-0:1.2.1-3 100% |  17.9 MiB/s | 201.3 KiB |  00m00s
[1096/1568] Installing libgs-0:10.05.1- 100% |  94.0 MiB/s |  23.6 MiB |  00m00s
[1097/1568] Installing ghostscript-tool 100% | 106.8 KiB/s |   3.4 KiB |  00m00s
[1098/1568] Installing ghostscript-tool 100% | 148.9 KiB/s |   5.1 KiB |  00m00s
[1099/1568] Installing ghostscript-0:10 100% | 801.6 KiB/s |  35.3 KiB |  00m00s
[1100/1568] Installing libxkbfile-0:1.1 100% |  21.6 MiB/s | 199.1 KiB |  00m00s
[1101/1568] Installing GraphicsMagick-0 100% |  30.5 MiB/s |   5.1 MiB |  00m00s
[1102/1568] Installing freerdp-libs-2:3 100% |  66.6 MiB/s |   3.5 MiB |  00m00s
[1103/1568] Installing libpeas1-loader- 100% |   3.9 MiB/s |  36.4 KiB |  00m00s
[1104/1568] Installing python3-matplotl 100% |  60.2 MiB/s |  22.5 MiB |  00m00s
[1105/1568] Installing libgxps-0:0.3.2- 100% |  21.1 MiB/s | 194.3 KiB |  00m00s
[1106/1568] Installing cairomm1.16-0:1. 100% |  31.9 MiB/s | 228.4 KiB |  00m00s
[1107/1568] Installing libXft-0:2.3.8-8 100% |  23.7 MiB/s | 169.9 KiB |  00m00s
[1108/1568] Installing pango-0:1.56.4-1 100% |  19.0 MiB/s |   1.0 MiB |  00m00s
[1109/1568] Installing rsvg-pixbuf-load 100% |  42.2 MiB/s | 346.0 KiB |  00m00s
[1110/1568] Installing librsvg2-0:2.60. 100% |  92.9 MiB/s |   5.0 MiB |  00m00s
[1111/1568] Installing ImageMagick-libs 100% |  45.2 MiB/s |   8.8 MiB |  00m00s
[1112/1568] Installing pangomm-0:2.46.4 100% |  27.4 MiB/s | 252.2 KiB |  00m00s
[1113/1568] Installing ImageMagick-c++- 100% |  51.9 MiB/s | 690.6 KiB |  00m00s
[1114/1568] Installing glycin-loaders-0 100% | 121.5 MiB/s |  10.7 MiB |  00m00s
[1115/1568] Installing cogl-0:1.22.8-14 100% |  26.6 MiB/s |   1.6 MiB |  00m00s
[1116/1568] Installing aalib-libs-0:1.4 100% |  21.3 MiB/s | 152.9 KiB |  00m00s
[1117/1568] Installing libXpm-0:3.5.17- 100% |  25.0 MiB/s | 153.7 KiB |  00m00s
[1118/1568] Installing gd-0:2.3.3-18.fc 100% |  39.5 MiB/s | 404.7 KiB |  00m00s
[1119/1568] Installing libgphoto2-0:2.5 100% |  59.8 MiB/s |   5.9 MiB |  00m00s
[1120/1568] Installing gmic-libs-0:3.5. 100% | 135.6 MiB/s |  14.5 MiB |  00m00s
[1121/1568] Installing ImageMagick-1:7. 100% | 913.5 KiB/s |  93.2 KiB |  00m00s
>>> Running sysusers scriptlet: flatpak-0:1.16.1-1.fc42.x86_64                  
>>> Finished sysusers scriptlet: flatpak-0:1.16.1-1.fc42.x86_64                 
>>> Scriptlet output:                                                           
>>> Failed to connect to audit log, ignoring: Invalid argument                  
>>> Creating group 'flatpak' with GID 965.                                      
>>> Creating user 'flatpak' (Flatpak system helper) with UID 965 and GID 965.   
>>>                                                                             
[1122/1568] Installing flatpak-0:1.16.1 100% |  38.5 MiB/s |   6.5 MiB |  00m00s
>>> Running %post scriptlet: flatpak-0:1.16.1-1.fc42.x86_64                     
>>> Finished %post scriptlet: flatpak-0:1.16.1-1.fc42.x86_64                    
>>> Scriptlet output:                                                           
>>> Created symlink '/etc/systemd/system/multi-user.target.wants/flatpak-add-fed
>>>                                                                             
[1123/1568] Installing pangomm2.48-0:2. 100% |  30.7 MiB/s | 314.0 KiB |  00m00s
[1124/1568] Installing libtiger-0:0.3.4 100% |   5.0 MiB/s |  86.7 KiB |  00m00s
[1125/1568] Installing tk8-1:8.6.15-5.f 100% |  30.3 MiB/s |   3.2 MiB |  00m00s
[1126/1568] Installing python3-tkinter- 100% |  41.2 MiB/s |   1.9 MiB |  00m00s
[1127/1568] Installing GraphicsMagick-c 100% |  31.0 MiB/s | 507.3 KiB |  00m00s
[1128/1568] Installing setxkbmap-0:1.3. 100% | 608.9 KiB/s |  32.3 KiB |  00m00s
[1129/1568] Installing xkbcomp-0:1.4.7- 100% |   3.8 MiB/s | 218.2 KiB |  00m00s
[1130/1568] Installing libspectre-0:0.2 100% |   8.9 MiB/s |  91.6 KiB |  00m00s
[1131/1568] Installing xhost-0:1.0.9-9. 100% | 734.6 KiB/s |  26.4 KiB |  00m00s
[1132/1568] Installing xorg-x11-xauth-1 100% |   1.6 MiB/s |  53.3 KiB |  00m00s
[1133/1568] Installing xrdb-0:1.2.2-5.f 100% |   1.3 MiB/s |  43.7 KiB |  00m00s
[1134/1568] Installing frei0r-plugins-0 100% |  43.4 MiB/s |   6.0 MiB |  00m00s
[1135/1568] Installing libgdiplus-0:6.1 100% |  41.0 MiB/s | 545.2 KiB |  00m00s
[1136/1568] Installing mono-extras-0:6. 100% |  28.3 MiB/s |   1.5 MiB |  00m00s
[1137/1568] Installing mono-winforms-0: 100% |  94.5 MiB/s |   5.1 MiB |  00m00s
[1138/1568] Installing mono-data-0:6.12 100% |  88.7 MiB/s |  16.9 MiB |  00m00s
[1139/1568] Installing mono-wcf-0:6.12. 100% |  83.6 MiB/s |   3.0 MiB |  00m00s
[1140/1568] Installing mono-mvc-0:6.12. 100% |  79.0 MiB/s |   1.6 MiB |  00m00s
[1141/1568] Installing mono-web-0:6.12. 100% |  61.1 MiB/s |   8.6 MiB |  00m00s
[1142/1568] Installing mono-core-0:6.12 100% |  50.1 MiB/s |  56.4 MiB |  00m01s
[1143/1568] Installing mono-data-sqlite 100% |  33.8 MiB/s | 207.8 KiB |  00m00s
[1144/1568] Installing gtk-sharp3-0:3.2 100% | 110.7 MiB/s |   7.5 MiB |  00m00s
[1145/1568] Installing dbus-sharp-2:0.8 100% |  31.5 MiB/s | 193.3 KiB |  00m00s
[1146/1568] Installing dbus-sharp-glib- 100% |   3.2 MiB/s |  13.2 KiB |  00m00s
[1147/1568] Installing notify-sharp3-0: 100% |   3.4 MiB/s |  17.6 KiB |  00m00s
[1148/1568] Installing lib2geom-0:1.4-4 100% |  14.2 MiB/s |   1.0 MiB |  00m00s
>>> Running sysusers scriptlet: brlapi-0:0.8.6-8.fc42.x86_64                    
>>> Finished sysusers scriptlet: brlapi-0:0.8.6-8.fc42.x86_64                   
>>> Scriptlet output:                                                           
>>> Failed to connect to audit log, ignoring: Invalid argument                  
>>> Creating group 'brlapi' with GID 964.                                       
>>>                                                                             
[1149/1568] Installing brlapi-0:0.8.6-8 100% |   8.0 MiB/s | 601.3 KiB |  00m00s
[1150/1568] Installing qemu-char-baum-2 100% |   4.9 MiB/s |  20.2 KiB |  00m00s
[1151/1568] Installing libXv-0:1.0.13-2 100% |   5.1 MiB/s |  31.2 KiB |  00m00s
[1152/1568] Installing libXxf86vm-0:1.1 100% |   6.0 MiB/s |  30.5 KiB |  00m00s
[1153/1568] Installing libglvnd-glx-1:1 100% |  54.2 MiB/s | 610.6 KiB |  00m00s
[1154/1568] Installing mesa-libGL-0:25. 100% |  33.3 MiB/s | 307.2 KiB |  00m00s
[1155/1568] Installing opencv-core-0:4. 100% |  89.1 MiB/s |   4.0 MiB |  00m00s
[1156/1568] Installing opencv-imgproc-0 100% | 103.3 MiB/s |   5.2 MiB |  00m00s
[1157/1568] Installing libva-0:2.22.0-4 100% |  23.3 MiB/s | 333.4 KiB |  00m00s
[1158/1568] Installing qemu-ui-opengl-2 100% |   9.0 MiB/s |  36.9 KiB |  00m00s
[1159/1568] Installing vlc-plugins-vide 100% |  21.6 MiB/s | 662.3 KiB |  00m00s
[1160/1568] Installing virglrenderer-0: 100% |  70.2 MiB/s |   1.1 MiB |  00m00s
[1161/1568] Installing qemu-device-disp 100% |  11.5 MiB/s |  47.0 KiB |  00m00s
[1162/1568] Installing opencv-dnn-0:4.1 100% |  62.0 MiB/s |   6.0 MiB |  00m00s
[1163/1568] Installing opencv-flann-0:4 100% |  28.1 MiB/s | 488.6 KiB |  00m00s
[1164/1568] Installing opencv-features2 100% |  36.7 MiB/s | 865.5 KiB |  00m00s
[1165/1568] Installing opencv-calib3d-0 100% |  51.1 MiB/s |   2.5 MiB |  00m00s
[1166/1568] Installing opencv-video-0:4 100% |  30.9 MiB/s | 569.6 KiB |  00m00s
[1167/1568] Installing opencv-tracking- 100% |  43.8 MiB/s |   2.0 MiB |  00m00s
[1168/1568] Installing libGLEW-0:2.2.0- 100% |  40.7 MiB/s | 749.4 KiB |  00m00s
[1169/1568] Installing glx-utils-0:9.0. 100% |   6.1 MiB/s | 419.7 KiB |  00m00s
[1170/1568] Installing qt5-qtbase-gui-0 100% |  90.6 MiB/s |  20.2 MiB |  00m00s
[1171/1568] Installing qt5-qtx11extras- 100% |  16.3 MiB/s | 116.6 KiB |  00m00s
[1172/1568] Installing qt5-qtdeclarativ 100% |  84.8 MiB/s |  14.5 MiB |  00m00s
[1173/1568] Installing kf5-kconfig-core 100% |  12.6 MiB/s |   1.2 MiB |  00m00s
[1174/1568] Installing qt5-qtsvg-0:5.15 100% |  36.2 MiB/s | 630.9 KiB |  00m00s
[1175/1568] Installing kf5-kwidgetsaddo 100% |  59.9 MiB/s |   6.6 MiB |  00m00s
[1176/1568] Installing kf5-kconfig-gui- 100% |  20.4 MiB/s | 146.3 KiB |  00m00s
[1177/1568] Installing kf5-kcompletion- 100% |   5.7 MiB/s | 353.6 KiB |  00m00s
[1178/1568] Installing kf5-ki18n-0:5.11 100% |  92.4 MiB/s |  17.0 MiB |  00m00s
[1179/1568] Installing qt5-qtwayland-0: 100% |  67.3 MiB/s |   4.6 MiB |  00m00s
[1180/1568] Installing vlc-gui-qt-1:3.0 100% |  53.2 MiB/s |   3.0 MiB |  00m00s
[1181/1568] Installing kf5-kguiaddons-0 100% |  28.6 MiB/s | 380.7 KiB |  00m00s
[1182/1568] Installing python3-qt5-base 100% |  82.4 MiB/s |  15.5 MiB |  00m00s
[1183/1568] Installing kf5-kcrash-0:5.1 100% |   9.9 MiB/s |  81.5 KiB |  00m00s
[1184/1568] Installing kf5-kwindowsyste 100% |   5.3 MiB/s | 566.3 KiB |  00m00s
[1185/1568] Installing kf5-libkdcraw-0: 100% |  14.3 MiB/s | 116.8 KiB |  00m00s
[1186/1568] Installing kseexpr-0:4.0.4. 100% |  61.1 MiB/s |   1.0 MiB |  00m00s
[1187/1568] Installing kf5-kitemviews-0 100% |   5.9 MiB/s | 348.6 KiB |  00m00s
[1188/1568] Installing opencv-bgsegm-0: 100% |  18.1 MiB/s | 111.2 KiB |  00m00s
[1189/1568] Installing opencv-objdetect 100% |  72.9 MiB/s |   1.2 MiB |  00m00s
[1190/1568] Installing qemu-device-disp 100% |   2.9 MiB/s |  11.8 KiB |  00m00s
[1191/1568] Installing qemu-device-disp 100% |  48.6 MiB/s | 746.8 KiB |  00m00s
[1192/1568] Installing qemu-ui-egl-head 100% |   5.3 MiB/s |  16.2 KiB |  00m00s
[1193/1568] Installing freeglut-0:3.6.0 100% |  42.4 MiB/s | 477.4 KiB |  00m00s
[1194/1568] Installing libcaca-0:0.99-0 100% |  65.8 MiB/s | 875.7 KiB |  00m00s
[1195/1568] Installing libvdpau-0:1.5-9 100% |   3.6 MiB/s |  22.4 KiB |  00m00s
[1196/1568] Installing libchromaprint-0 100% |   9.2 MiB/s |  66.1 KiB |  00m00s
[1197/1568] Installing ffmpeg-libs-0:7. 100% | 103.8 MiB/s |  21.2 MiB |  00m00s
[1198/1568] Installing libspnav-0:1.1-8 100% |   9.2 MiB/s |  37.6 KiB |  00m00s
[1199/1568] Installing libwmf-0:0.2.13- 100% |   9.4 MiB/s | 413.7 KiB |  00m00s
[1200/1568] Installing xmodmap-0:1.0.11 100% |   1.5 MiB/s |  48.3 KiB |  00m00s
[1201/1568] Installing xorg-x11-xinit-0 100% |   3.8 MiB/s | 145.2 KiB |  00m00s
[1202/1568] Installing startup-notifica 100% |  13.4 MiB/s |  96.1 KiB |  00m00s
[1203/1568] Installing xprop-0:1.2.8-3. 100% |   1.7 MiB/s |  56.1 KiB |  00m00s
[1204/1568] Installing at-spi2-core-0:2 100% |  20.2 MiB/s |   1.5 MiB |  00m00s
[1205/1568] Installing atk-0:2.56.3-1.f 100% |  40.7 MiB/s | 250.0 KiB |  00m00s
[1206/1568] Installing atkmm-0:2.28.4-3 100% |  44.2 MiB/s | 361.9 KiB |  00m00s
[1207/1568] Installing at-spi2-atk-0:2. 100% |  27.1 MiB/s | 277.7 KiB |  00m00s
[1208/1568] Installing gtk3-0:3.24.49-2 100% |  77.9 MiB/s |  23.1 MiB |  00m00s
[1209/1568] Installing libhandy-0:1.8.3 100% |  37.0 MiB/s |   1.4 MiB |  00m00s
[1210/1568] Installing gnome-desktop3-0 100% |  23.7 MiB/s |   3.0 MiB |  00m00s
[1211/1568] Installing libnma-0:1.10.6- 100% |  18.9 MiB/s |   1.1 MiB |  00m00s
[1212/1568] Installing vte291-0:0.80.3- 100% |  14.7 MiB/s |   1.0 MiB |  00m00s
[1213/1568] Installing libportal-gtk3-0 100% |   5.6 MiB/s |  28.9 KiB |  00m00s
[1214/1568] Installing libcanberra-gtk3 100% |   2.1 MiB/s |  82.0 KiB |  00m00s
[1215/1568] Installing gcr3-0:3.41.1-10 100% |  16.3 MiB/s |   1.7 MiB |  00m00s
[1216/1568] Installing libgnome-games-s 100% |   4.8 MiB/s | 181.1 KiB |  00m00s
[1217/1568] Installing libreport-gtk-0: 100% |   5.5 MiB/s | 201.4 KiB |  00m00s
[1218/1568] Installing gtkmm3.0-0:3.24. 100% | 108.4 MiB/s |   5.1 MiB |  00m00s
[1219/1568] Installing gtksourceview4-0 100% |  36.7 MiB/s |   4.5 MiB |  00m00s
[1220/1568] Installing gtk-vnc2-0:1.5.0 100% |  28.0 MiB/s | 229.3 KiB |  00m00s
[1221/1568] Installing gnome-keyring-0: 100% |  24.3 MiB/s |   3.4 MiB |  00m00s
[1222/1568] Installing gnome-session-0: 100% |  12.6 MiB/s |   1.5 MiB |  00m00s
[1223/1568] Installing clutter-0:1.26.4 100% |  58.5 MiB/s |   4.9 MiB |  00m00s
[1224/1568] Installing libpeas1-gtk-0:1 100% |  10.4 MiB/s |  63.8 KiB |  00m00s
[1225/1568] Installing gnome-autoar-0:0 100% |  15.8 MiB/s | 161.5 KiB |  00m00s
[1226/1568] Installing gspell-0:1.14.0- 100% |   8.1 MiB/s | 356.0 KiB |  00m00s
[1227/1568] Installing grilo-0:0.3.19-1 100% |   9.9 MiB/s | 833.0 KiB |  00m00s
[1228/1568] Installing libdecor-0:0.2.3 100% |  13.7 MiB/s | 167.8 KiB |  00m00s
